common_voice_yue_40641358 可惜同嘅人手快閂咗門
common_voice_yue_32260227 可唔可以直接傾電話？
common_voice_yue_32260230 我煲電視劇，我鍾意煲劇
common_voice_yue_32260237 有自己一間房就冇問題啦
common_voice_yue_32260238 睇下今晚有冇時間寫
common_voice_yue_32260239 至少佢冇，但我有
common_voice_yue_32260847 請問下呢兩段作業有冇錯
common_voice_yue_32260848 係咪安全㗎
common_voice_yue_32260855 點啊你？好攰？咁夜先返歸
common_voice_yue_32260856 我想返屋企
common_voice_yue_32260858 呢三行寫緊乜？
common_voice_yue_32260862 多謝你就真，係得你咁好心解答我
common_voice_yue_32260871 表示你想跟進事情嘅發展
common_voice_yue_32260873 無論你嘅決定係點我都會支持你
common_voice_yue_32260874 傻仔，一啲都唔襯你
common_voice_yue_32260882 嗯，非常好
common_voice_yue_32260892 講咗六年都未有進展
common_voice_yue_32260893 仲有啲乜嘢？
common_voice_yue_32260917 我係屋主你係邊個？
common_voice_yue_32260918 知道點用，唔識解釋
common_voice_yue_32260919 你有冇去過佛山南莊？
common_voice_yue_32267726 同我傾偈都真係幾悶下
common_voice_yue_32267731 噉你再話我知啦
common_voice_yue_32267732 真係咩鬼公司都有
common_voice_yue_32267734 最近多咗好多人下載輸入法
common_voice_yue_32267746 我睇完條問題
common_voice_yue_32267747 佢哋唔使返工嘅时候就係正常食飯時間囉
common_voice_yue_32267779 又真係唔會冇晒嘅
common_voice_yue_32267782 你明未？
common_voice_yue_31191867 我要重新來過正得
common_voice_yue_31191869 阿姨誤會喇，你唔明佢意思？
common_voice_yue_31191892 我晏晝食咗啲麵條
common_voice_yue_31191894 同大家一樣
common_voice_yue_31191902 我諗係我身弱，零舍怕凍
common_voice_yue_31191903 其他語言多唔多人學？
common_voice_yue_31191905 都唔記得點解有佢公眾號
common_voice_yue_31191906 後來曹操下令禁止陪葬
common_voice_yue_31191922 嗰條友已經違反咗群規
common_voice_yue_31191945 唔係好記得
common_voice_yue_31191966 送咪送咯，我去新加坡做嘢
common_voice_yue_31192016 唔記得提醒你，要走就全家
common_voice_yue_31192028 呢個係充滿住絕望
common_voice_yue_31192029 有時間可以講解下？
common_voice_yue_31192030 寫多啲就會記得
common_voice_yue_31192036 而家做緊掛畫個雛形吖嘛
common_voice_yue_31192038 好嘅，唔該晒
common_voice_yue_31192040 邊個知道，呢個工具係點整出嚟嘅
common_voice_yue_31192041 有問題可以提出來，大家會解答
common_voice_yue_31192043 至於小陳，去唔去都一狗樣
common_voice_yue_31192045 睇佢畀你張嘢
common_voice_yue_31192051 可能係藥材
common_voice_yue_31192052 有乜版權問題啫
common_voice_yue_31192053 妳再發一發出嚟
common_voice_yue_31192054 我啱啱先下載完
common_voice_yue_31192055 你一直留級？
common_voice_yue_31192059 仲有百分之二囉
common_voice_yue_31192077 係你發神經啫
common_voice_yue_31192084 你以前間屋冇賣可以住返嗰度啊
common_voice_yue_31192085 將應該做但係未做嘅事情做完就好啦
common_voice_yue_31192108 唔知啱唔啱
common_voice_yue_31192114 係嘅，你試試
common_voice_yue_31192149 平時說話都冇遇到過
common_voice_yue_31192150 任何網站我登錄過一次就唔會退
common_voice_yue_31192173 各單位，公司，機構
common_voice_yue_31192189 呢個都係一種多樣性
common_voice_yue_31192191 好悶，有時唔想寫
common_voice_yue_31192210 韓國明星宋慧喬拒絕爲某日企汽車品牌代言
common_voice_yue_31192220 係啊，一千蚊吖嘛
common_voice_yue_31192221 唔通佢哋放棄咗個開發專案
common_voice_yue_31192242 佢好似都好唔得閒，如果有人幫佢手就最好嘞
common_voice_yue_31192279 星島貧富差距好大唔係假嘅
common_voice_yue_37154654 每個月差唔多四萬文
common_voice_yue_37154739 不過對整個鎮嚟講，物流係一大產業
common_voice_yue_37154850 等佢知道係對方嘅問題吖嘛
common_voice_yue_37154860 得，噉呢個由我來判斷
common_voice_yue_37154921 原來有噉樣嘅諗法
common_voice_yue_37154979 係個女仔，你唔驚佢啊？
common_voice_yue_37154997 佢之所以會喺度住，係因為佢阿爸阿媽同佢個六兄弟姐妹都係音樂人
common_voice_yue_37155022 食完飯發上嚟
common_voice_yue_37155049 打返我嘅快含先
common_voice_yue_37155188 我哋唔係識咗對方好耐
common_voice_yue_37155210 而家暑假，等住開學
common_voice_yue_37155239 你好可愛，但有少少耳殘
common_voice_yue_37155243 係啊，幾好㗎真係，夠適中
common_voice_yue_37155253 同粵語接近一億嘅使用人口比較，幾百萬真係好少囉
common_voice_yue_37155296 類推都會錯誤
common_voice_yue_37155297 我嗰個圓形選取應該都係冇問題嘅啊
common_voice_yue_37155398 我呢啲南蠻嘅後裔，不屑同文明人爭吵
common_voice_yue_37155435 成日聽到台灣口音個女嘅
common_voice_yue_38918127 你係咪飲醉咗
common_voice_yue_38918194 或者網站大家收唔收到？
common_voice_yue_38918215 你哋兩人嘅計劃係相近嘅
common_voice_yue_38918259 好嘅，感謝感謝
common_voice_yue_38918276 第三個唔知啱定錯
common_voice_yue_38918290 流嘢嚟嘅
common_voice_yue_38920263 畀你，多謝
common_voice_yue_38920290 先生講緊邊個群？
common_voice_yue_38920292 自戀刑警粵語版第一集有講
common_voice_yue_38920324 呢兩件事本身就冇拏褦
common_voice_yue_38920351 好嘅唔該
common_voice_yue_38920374 不過依家學粵語嘅人比較多
common_voice_yue_38920377 我想買返本粵語俚語嘅書嚟睇下，邊位有介紹
common_voice_yue_38920388 而家乜嘢鬥圖嘅，我都少用，語音用嘅就更加少
common_voice_yue_38920431 如果我收咗幾千萬，講出嚟會驚喺街度畀人聽到
common_voice_yue_38920447 為乜嘢會出現呢啲
common_voice_yue_38920536 咪就係囉
common_voice_yue_38920539 目前淨係可以噉樣
common_voice_yue_38920549 請先將你嘅字寫出來
common_voice_yue_38920550 字只不過係一個輔助
common_voice_yue_38920576 外語學習者分好多類型
common_voice_yue_38920578 我知，只係有啲出乎意料
common_voice_yue_38920591 點樣用嘲諷嘅態度講？
common_voice_yue_38920630 噉你係要當做另一種語言來學嘅。揾相同嘅地方唔係長久之計
common_voice_yue_38920678 你口水多，而且講得都幾正
common_voice_yue_38920680 如果你有嘅話，唔該發一發畀我啊
common_voice_yue_38920710 到時就係大家退群
common_voice_yue_38920742 我可以用佢轉換好多粵劇嘅嘢
common_voice_yue_38920780 幫手喺篇文度留低腳毛撐場
common_voice_yue_38920783 有時間試試先
common_voice_yue_38920814 仲諗住等你嚟送花
common_voice_yue_38920815 養狗最好喇
common_voice_yue_38920832 睇唔明英文
common_voice_yue_38920870 個介面好睇，又可以揀多語言
common_voice_yue_39926378 尋找清新感覺
common_voice_yue_39926385 海格教咩科？
common_voice_yue_39926393 佢都係想搵個人嚟怪啫
common_voice_yue_39928969 佢哋根本唔知道呢廿年嚟江門對轄下嘅五邑從文化到經濟上嘅掠奪
common_voice_yue_40218214 仲有潛水睇珊瑚
common_voice_yue_40218223 我某程度上令你失望
common_voice_yue_40218226 佢仲試咗婚紗啊
common_voice_yue_40218233 而家嘅情況真係唔多樂觀
common_voice_yue_40218234 咀一啖仔都唔得？
common_voice_yue_40218241 其實我自己搞得㗎喇
common_voice_yue_40218242 我仲以為你唔記得咗我哋
common_voice_yue_40218244 係咪要錫啊？
common_voice_yue_40218246 我要去整返好佢部手機
common_voice_yue_40218321 喺我哋繼續講落去之前
common_voice_yue_40218322 我想同你一齊去個舞會啊
common_voice_yue_40881417 喺我腦入面已經分唔開
common_voice_yue_40881419 我有個消息同大家講
common_voice_yue_40881420 返工就真係見過人串過馬撚嘞
common_voice_yue_40881426 通常喺現場出現嘅得兩種人，好支持同好反對，沉默大多數係真係好靜嘅
common_voice_yue_40881428 下次都唔知仲帶唔帶佢哋出嚟威好
common_voice_yue_40881430 但你可以由此起步，去改變個結局
common_voice_yue_40881435 便利店王子
common_voice_yue_40881437 噉你想我點啊？
common_voice_yue_40881439 紅磡上車但係去紅館？
common_voice_yue_40881441 會唔會好癲
common_voice_yue_40881442 佢段付款訊息用太太呢個稱呼，有啲文化衝擊
common_voice_yue_40881443 挫折比較少下嘛
common_voice_yue_40881444 呢度發生咩事？
common_voice_yue_40881445 一定有個好美好嘅將來等緊佢
common_voice_yue_40881446 今晚食博多牛腸鍋
common_voice_yue_40881457 我成日見到就會讚佢個雙下巴
common_voice_yue_40881458 靜得耐應該係關冇話題事，唔關用咩字眼事
common_voice_yue_40881459 逐個親戚
common_voice_yue_40881462 我有幾擔心你知唔知？
common_voice_yue_40881463 伸到支筆埋隻眼度畫眼線
common_voice_yue_40881464 煲咗兩齣劇
common_voice_yue_40881465 二零二零年都未大學畢業？
common_voice_yue_40881466 有啲遠見啫，計劃下人生
common_voice_yue_40881467 我唔係問緊自己毒唔毒，係問點解無端端變咗一問一答，條友口講話想吹水但冇嘢講
common_voice_yue_32275380 兩種都可以嘅
common_voice_yue_32275381 烤鴨架飯， 盛惠十九文
common_voice_yue_32275383 佢同我一齊，我哋費事嘈醒你
common_voice_yue_32275400 一但風聲鶴唳就限制自己自由，正中奸人下懷
common_voice_yue_32275402 嗰個係英文
common_voice_yue_32275403 呢個要收費
common_voice_yue_32275426 噉我就可以瘋狂同佢玩，教佢打機喇
common_voice_yue_32275429 如果唔係，我都可能幫咗佢
common_voice_yue_32275442 但呢個並唔影響我中意粵語‘
common_voice_yue_32275450 係啊，澳門好多本地窮鬼，好多不滿
common_voice_yue_32275453 我冇問題
common_voice_yue_32275461 呢啲咁心寒嘅事我唔會慣到㗎
common_voice_yue_32275491 我都想呢個世界真係有鬼
common_voice_yue_32275492 我睇過，嘩，呢個就係當年變態叉燒包嗰個？
common_voice_yue_32275504 拍電影嘅泰國妹夠靚
common_voice_yue_32275515 同我最鍾意嘅玩家
common_voice_yue_32275520 不過我覺得唔需要
common_voice_yue_32275521 噉樣傾完你可能一樣搞唔清係乜嘢回事
common_voice_yue_32275539 你就癲
common_voice_yue_32275570 你覺得有必要就有
common_voice_yue_32275610 而家都冇粵語嘅聽書軟件
common_voice_yue_32275611 最後繳費通知
common_voice_yue_32275613 係，你可以隨便食，仲食得好大聲添
common_voice_yue_32275640 官話有好多模棱兩可嘅表達
common_voice_yue_32275642 佢可唔可以發埋上下文
common_voice_yue_32275643 一毫子一條
common_voice_yue_32275666 你覺得點就點
common_voice_yue_32275667 唔好畀人哋賺你哋粵語嘅錢囉
common_voice_yue_32275668 但我肯定你會有啲唔同
common_voice_yue_32275681 可以免費加麵
common_voice_yue_32275683 壞消息係，你叫我買嘅冰粒賣晒喇
common_voice_yue_32275702 亦係最佳編劇
common_voice_yue_32275704 不過都唔係重點
common_voice_yue_32275711 噉就算啦
common_voice_yue_32275713 除非你自己寫
common_voice_yue_32275725 可能會再嚟多次
common_voice_yue_32275726 呢度都有龍圖喎
common_voice_yue_32275728 我乜都肯做，只要你肯原諒我就得㗎喇
common_voice_yue_32275746 如果你想搵人傾下偈，我會喺度
common_voice_yue_32275749 我知你好嬲，但都唔使噉講嘢
common_voice_yue_32275762 我朋友圈某個同學嘅言論
common_voice_yue_32275763 一句講晒，鍾意定唔鍾意
common_voice_yue_32275764 呢句可能有問題啩
common_voice_yue_32275775 而家用咗你發畀我嘅
common_voice_yue_32275776 我會離開一段時間，唔好太掛住我
common_voice_yue_32275777 你而家睇下睇唔睇到群檔案
common_voice_yue_32275778 進入核心，當然冇可能
common_voice_yue_32275798 好忙呀？我有冇阻住你呀？
common_voice_yue_32275799 我真係想補償返，你要我做乜都得
common_voice_yue_32275822 你哋已經有打包版啦
common_voice_yue_32275837 好，早啲休息
common_voice_yue_32275838 所謂亞洲高考工廠居然係殺人工廠
common_voice_yue_32275859 你係咪感覺受寵若驚？
common_voice_yue_32275869 睇透呢個本質先得嘅，你哋要
common_voice_yue_32275870 你再唔中意我，咪講囉！
common_voice_yue_32275872 你瞓我間房，我瞓呢度
common_voice_yue_32275888 我所有塞擦音都只有一套
common_voice_yue_32275889 我開嘅係個討論組，唔係群喎
common_voice_yue_32275892 有冇喺反饋簿度寫出來
common_voice_yue_32275894 重新開啟語音輸入唔該
common_voice_yue_32275896 所以我唔係同朋友一齊上堂，而係去精英班上
common_voice_yue_32275904 只會講呢幾句話
common_voice_yue_32275913 整爛晒我阿媽啲嘢嘅話，就唔會再有情講
common_voice_yue_32275914 我哋可以喺呢度分享下嘅
common_voice_yue_32275916 依家揾唔到
common_voice_yue_32275917 唔係話第一個月唔使住嘅咩
common_voice_yue_32275924 你睇下佢有冇下載連接
common_voice_yue_32275925 噉應該係呢個喇
common_voice_yue_32275926 可能我真係成日笑你，但我講畀你聽嘅每樣嘢都係真
common_voice_yue_32275935 揾唔到先用呢個辦法
common_voice_yue_32275936 今日玩住咁多先
common_voice_yue_32275937 個字嘅部首明顯唔係肉
common_voice_yue_32275938 點解唔得？
common_voice_yue_32275945 不過好可惜，呢啲嘢都要化為烏有喇
common_voice_yue_32275946 好似德國噉，收咗好多伊期蘭難民
common_voice_yue_32275964 資料我幫你打印咗喇
common_voice_yue_32275965 唔知喎，我估應該冇乜機會可以過嚟玩嘞
common_voice_yue_32275966 我想知佢日日點生活
common_voice_yue_32275967 去到市場 見到姨丈 擺低魚腸 拜拜姨丈
common_voice_yue_31717540 我唔想你繼續噉落去
common_voice_yue_31717558 講緊遊戲
common_voice_yue_31717564 講真，你覺得我有咁戇居咩？
common_voice_yue_31717604 呢個係你真名？
common_voice_yue_31717620 冇嘢冇嘢
common_voice_yue_31717651 你每日都皺晒眉噉，我唔想你噉樣呀
common_voice_yue_31717700 冇囉！你根本聽唔到！
common_voice_yue_31717761 要唔要撳呢個呢我諗
common_voice_yue_31717772 喂喂喂，等陣先
common_voice_yue_31717797 係一個我已經探索晒其他地方先會去嘅地方
common_voice_yue_31717821 喂！先生！你冇嘢啩？
common_voice_yue_31717845 快咗少少啫
common_voice_yue_31717852 但係真係好好味
common_voice_yue_31717856 佢係時間管理大師嚟㗎
common_voice_yue_31719256 想組織一個家庭
common_voice_yue_31719258 冇你喺身邊冇癮
common_voice_yue_31719260 呢位係屋主
common_voice_yue_31719268 可以睇到發生喺佢哋兩個嘅新鮮事
